id,report_type,waste_type,title,description,status,reason,created_at,updated_at,deleted_at
2a901ad1-b91e-4863-994f-624e6709a65a,littering,organik,Sapiente eveniet expedita unde.,"Excepturi temporibus dignissimos dolorum quidem ipsum. Amet ad eos optio a neque ipsum.
Quo voluptate rerum quia. Provident quae dolores assumenda ducimus neque voluptatem.",need review,Magnam ipsa magni nobis. Eos occaecati nulla accusamus facere aliquid tempora.,1989-07-21 16:08:59,2004-04-27 10:20:19,2024-01-29 12:26:12
1e2043d2-5b52-488e-a38b-6fe4400455b8,littering,berbahaya,Voluptas occaecati laborum quidem atque eaque.,Earum incidunt ut voluptates ratione incidunt quae. Eius earum vero optio cupiditate. Assumenda nulla quidem perspiciatis omnis autem nulla neque.,approve,"Itaque eius cupiditate ex repellat ratione natus dolorum.
Totam nam natus quibusdam non tempore. Reprehenderit reprehenderit deleniti praesentium eos dolorem laboriosam. Cumque pariatur quidem fugit.",1993-03-28 07:25:31,2007-04-10 12:04:19,2024-05-02 07:12:33
d996e964-46e2-4e09-8c28-5e304fbac5fb,rubbish,sampah kering,Doloribus similique iste architecto.,Accusantium provident quia a.,need review,"Neque temporibus debitis repellendus vero consequatur nostrum.
Rem quis ratione delectus. Placeat cumque magni illum a.",1995-05-28 13:31:57,2013-09-26 18:49:25,2024-02-02 11:43:38
aad3e72c-dea7-4725-9c7d-92aadbdcaebe,rubbish,"sampah basah, sampah kering",Facilis autem minima vitae.,Commodi perferendis veniam temporibus eligendi. Sit iure enim. Doloremque ratione facilis cum. Eaque iure nisi id ut excepturi.,approve,"Dolores assumenda ullam ullam neque. Provident dolorum alias fugiat suscipit eaque.
Quibusdam natus accusantium ab aperiam libero. Vel molestiae nemo non ducimus ut. Veniam veniam corrupti.",1972-02-05 09:38:30,1970-11-27 21:35:01,2024-01-30 23:13:34
69aa7e5e-b46e-4368-868f-09f71748fed4,rubbish,sampah kering,Sit cum cumque sequi sit.,Officia culpa nobis animi provident expedita doloremque. Cupiditate corrupti architecto nesciunt earum.,approve,Quae fuga ullam consectetur occaecati ipsam. Saepe maiores quo nulla. Est voluptate eligendi quaerat quisquam perferendis aliquam laudantium.,1985-08-14 16:21:13,1984-05-12 11:21:58,2024-04-15 21:59:34
c9a209da-5904-4185-9533-20cbc81c3fc5,rubbish,sampah kering,Quod sint cum dolore impedit.,Inventore ipsam ab voluptas id soluta. Enim architecto suscipit placeat quam. Nulla in voluptatibus incidunt voluptatum ea voluptas.,approve,"Optio quos eos recusandae. Similique vitae illo perferendis voluptatum. In exercitationem iste veniam culpa.
Veritatis sed alias quam quo illo.",1973-07-04 15:12:36,1990-09-16 20:51:33,2024-01-20 04:33:27
29c9c5fb-8bfa-4899-abe8-ca796d7e87c6,littering,berbahaya,Asperiores quo vitae ducimus in voluptatibus.,"Eius sed quasi incidunt. Dolores cumque sed iure suscipit ab enim eligendi. Illo hic iste fuga eligendi.
Quia modi labore. Nisi harum iure. Commodi autem vitae accusamus officia at.",reject,"Iure quidem quaerat illo neque. Asperiores qui excepturi. Assumenda dignissimos eius asperiores.
Voluptas temporibus cumque. Fugit rerum quam debitis unde dolor.",1994-05-30 08:24:07,2008-07-31 21:36:42,2024-03-07 19:53:12
322459b7-f564-4aae-8338-82f3895b5bc0,rubbish,sampah kering,Sunt in deserunt at officia voluptatum consequatur.,Laboriosam blanditiis quia itaque. Aut porro nisi necessitatibus quasi. Explicabo consequuntur cupiditate necessitatibus maiores.,need review,Voluptas similique labore. Nam eveniet est velit. Deleniti quam mollitia aliquid harum excepturi quo.,1981-09-09 19:02:02,2017-06-09 07:29:44,2024-05-22 01:49:43
1b0e9635-43ce-4aa7-9c3d-fb3f4e215fb6,rubbish,sampah kering,Ratione dolor accusamus architecto cupiditate dicta.,"Hic omnis et delectus enim.
Quia debitis nam in ipsam hic repellat. Ut ex dolor dolorem repudiandae cupiditate.
Blanditiis id ab. Consequuntur eius tenetur fuga.",need review,Tenetur necessitatibus ab perspiciatis iusto. Laboriosam porro enim provident. Id illum eum eaque suscipit iusto iusto.,2005-07-11 08:41:20,2014-08-27 04:23:59,2024-03-26 20:00:58
165939f8-7e02-4585-897d-815325ec7819,rubbish,sampah basah,Sed dolore cumque neque.,Beatae perferendis deleniti eligendi maxime ea libero.,approve,"Molestiae cum fuga consectetur. Neque a earum iusto dignissimos officia maiores. Sequi deleniti non cumque alias at magni incidunt.
Magnam expedita nemo unde debitis vel aperiam.",1991-09-26 14:33:48,1976-09-29 18:35:37,2024-01-26 23:58:55
a727371f-11ad-42d0-b625-35c76236dfe5,littering,anorganik,Harum tenetur blanditiis perspiciatis temporibus nulla magnam omnis.,"Unde architecto animi illum id. Aperiam vero eum aliquam dolor magni.
Nam nemo quasi quaerat nobis quisquam inventore. Maxime possimus soluta rerum vitae. Rerum possimus optio.",reject,Officia sunt ea et. Officiis dolore architecto provident quas. Architecto odit labore necessitatibus consequatur.,2006-12-15 16:32:51,1979-10-18 06:04:55,2024-05-09 23:57:43
07da2736-5ca4-409e-bcfa-25d735d152ef,littering,berbahaya,Numquam dicta eos eum laudantium id esse.,Reprehenderit culpa voluptatibus numquam quos accusantium. Laborum quas officia magni quasi vel voluptatum.,need review,Quis officia incidunt. Cum tempore repellat voluptas. A itaque quos fuga rem.,2012-03-24 07:15:42,2024-01-09 01:33:36,2024-06-07 13:35:40
c618f03f-20ac-400b-8487-4729d2269e93,littering,anorganik,Voluptas dicta a molestias distinctio.,Fugiat soluta corporis placeat cupiditate necessitatibus nesciunt error. Repudiandae optio nisi tempora minima. Fuga unde in quibusdam magnam.,need review,"Cumque ut dolores vitae ab modi. Ipsam molestias id doloribus placeat sunt. Perferendis incidunt assumenda fugit.
Esse nam animi quam nemo odio incidunt. At laboriosam quo deleniti.",1978-02-17 03:07:19,1972-08-23 10:47:24,2024-01-08 02:11:01
90346542-94d9-444c-8ef1-ae1f3bd074ed,rubbish,sampah basah,Corrupti cum sunt perspiciatis debitis non.,"Non pariatur ex ea. Eius ullam doloribus cum. Sit necessitatibus natus similique fuga.
Debitis suscipit voluptates.
Magni nulla occaecati sequi eveniet impedit quis. Sunt consequatur facilis fugiat.",approve,"Similique expedita nihil. Magni cupiditate ipsam laborum.
Ipsum asperiores voluptates harum. Assumenda pariatur vel.
Error aliquam magni vel quasi. Ducimus officia ex quos maxime nobis fugit.",2003-01-29 19:33:53,1988-11-14 00:57:31,2024-03-30 18:58:25
2829d909-a8c5-4aa2-8e89-5962845efb50,littering,berbahaya,Voluptas cum inventore cupiditate beatae iure ex.,Expedita saepe magnam occaecati recusandae blanditiis iure. Mollitia iste ratione eos dolorum quas. Et voluptas dolorum quasi.,approve,Repellendus eos quibusdam ducimus dolores non. Cum mollitia temporibus expedita iusto enim impedit.,1986-11-24 05:15:37,2009-12-31 01:04:36,2024-05-25 12:31:11
7b84f5a7-c1c6-4154-ac58-7b85aa564bbf,littering,berbahaya,Ipsum recusandae sed provident occaecati sapiente.,Libero et eaque cumque iure nesciunt. Veniam saepe a itaque id id.,reject,Non necessitatibus corporis necessitatibus delectus accusantium molestiae quos. Eveniet praesentium pariatur odio qui fugit.,1976-08-24 13:44:39,2008-01-28 08:30:07,2024-05-09 02:38:08
e9470395-937d-42d1-bf3d-f7793c3ddae1,rubbish,"sampah basah, sampah kering",Cum corrupti itaque similique perspiciatis.,Tempore sapiente sequi perferendis ipsam exercitationem. Minus reiciendis error accusamus voluptatem pariatur quod. Quod quae id non provident.,need review,Voluptates beatae ratione natus voluptates occaecati. Fugit consectetur officiis rerum similique expedita vero. Hic nesciunt id nihil deleniti. Iure quos quisquam rem.,1971-03-14 16:18:54,2004-10-21 11:08:00,2024-02-22 17:38:52
ef6e2825-003d-4341-accd-ec8550936285,rubbish,"sampah basah, sampah kering",Possimus repellat dolore veniam cum impedit ducimus qui.,Quae qui quis nobis natus. Quia tempore sequi illum repellat cum laborum. Assumenda fuga animi nam.,reject,Itaque doloremque dolorem assumenda. Quia facere magnam facere architecto officiis ab perferendis. Rem cumque aspernatur enim alias. Ratione quasi praesentium nihil nobis.,2008-11-28 06:24:32,1986-03-19 01:04:50,2024-05-27 23:25:59
230c7a73-04b0-4a7e-82a1-d7830fec0b58,rubbish,sampah kering,A magnam pariatur saepe a.,"Pariatur eos accusantium nesciunt ipsum deleniti deleniti magni.
Beatae nemo nulla aliquam vitae libero. Aliquam perspiciatis asperiores tenetur beatae quam.",reject,Fuga minima expedita repellat sit quo quisquam sequi. Delectus sunt fuga eligendi.,2015-08-06 04:03:01,1990-05-25 15:32:35,2024-01-12 12:01:01
3ce1a2c6-cb50-46f6-8ecd-11060d2e77b5,littering,organik,Vitae aspernatur iure nesciunt dolorem.,"Facere tempore quasi fugit mollitia aliquid cum soluta. Quasi repellat qui sunt suscipit consequuntur.
Cum inventore id corrupti.",need review,"Quis cumque voluptatum a. Vero porro sit ipsum. Sunt sequi rerum.
Delectus enim esse culpa eius iusto. Mollitia voluptatibus a suscipit modi harum.",2023-03-19 06:02:57,1970-01-11 04:31:20,2024-02-05 00:27:05
b0f17e75-52a0-414b-9621-9f3db8fa58c8,littering,anorganik,Dolore dolorum occaecati dolore.,Unde sed veritatis corrupti dolores quo labore. Quibusdam dolor aspernatur eligendi sapiente ex possimus. Voluptatum omnis ullam quidem magnam voluptate.,reject,Ducimus facere illum soluta doloremque reprehenderit. Inventore ipsam sit. Laboriosam nam unde ducimus facilis vitae neque.,1997-11-06 16:30:49,2017-07-02 14:03:15,2024-05-23 04:46:45
9305c223-a1d8-4741-a69c-4c38ab8db609,littering,anorganik,Alias aliquam ut placeat.,Nobis accusantium nemo adipisci. Distinctio commodi non sint est eum aliquid. Voluptas repudiandae iure nesciunt molestiae ipsa.,reject,"Veniam adipisci eligendi odit. Nam aspernatur reprehenderit rerum debitis culpa.
Fugiat consequatur in quas quibusdam culpa minus.",1971-02-01 15:57:11,2008-04-14 21:04:06,2024-04-29 04:34:11
ba84594b-127c-4dad-af18-29535c8bd668,littering,organik,Error corporis ipsa ex voluptatibus modi.,"Sapiente possimus non. Autem repudiandae libero similique. Odit eveniet vel quisquam dignissimos doloribus nisi.
Accusamus harum fugit tenetur dolore facilis. Sunt alias harum facere aperiam.",need review,"Est autem suscipit quam quisquam amet. Necessitatibus reiciendis accusantium architecto. Optio illo qui ad quod.
Corporis alias ipsum labore perferendis ex. Alias eum laborum cum eos sapiente.",2000-03-07 01:20:12,1970-10-24 07:48:08,2024-04-13 18:10:04
32dc2863-3421-43c5-a5be-31f88131d489,rubbish,sampah kering,Optio ut esse error totam.,"Fuga eaque neque aspernatur. Laudantium laudantium odit vitae sed. Eveniet modi ipsa doloremque nisi vitae ex.
Quidem numquam quidem natus illo. Asperiores ducimus odit quae quam.",reject,Quis sapiente nisi ducimus neque nostrum culpa. Tempora eius et laborum dicta facilis voluptatibus. Error debitis rem.,1975-06-26 00:04:24,1982-09-23 16:51:38,2024-04-16 16:17:45
45136845-e67d-4055-be0b-aa745a000f0a,rubbish,"sampah basah, sampah kering",Sit nam debitis numquam aut omnis.,Nesciunt facilis eos tempora fugit voluptates accusamus. Quidem doloremque deserunt facere similique. Qui natus illum et.,approve,Atque in voluptatum iusto. Itaque quae molestias autem. Animi aliquid nam eius sapiente accusamus nisi.,1981-04-06 17:41:50,1993-06-16 17:39:30,2024-01-28 04:44:47
668f501b-76f0-4d73-b10a-4803918495ff,rubbish,sampah kering,Sunt laborum minima velit consectetur cupiditate.,"Saepe repellendus quis deserunt aliquam officia. Assumenda placeat culpa.
Natus odit accusamus quas consequuntur.",reject,Autem aliquam animi exercitationem itaque provident eum. Doloribus nostrum consectetur. Esse cumque laborum natus optio possimus quam.,1993-10-31 04:08:34,1992-09-20 23:40:40,2024-03-02 09:46:48
bbc5f2b9-0845-45e9-849c-5fe6439c35c4,rubbish,sampah kering,Itaque inventore ipsam voluptas.,Quidem necessitatibus velit mollitia voluptas quam consectetur. Alias officia optio repellat. Ad adipisci iusto saepe ab assumenda atque.,approve,"Similique in nostrum tempore doloribus eligendi.
Cumque saepe molestiae alias quos. Pariatur natus facilis. Voluptates nesciunt ipsam minus nulla voluptatibus cum.",1975-11-30 00:53:59,2006-01-23 04:34:44,2024-05-21 06:29:25
1f7e69d7-3ed1-4e9f-a526-6e1620c52b31,littering,anorganik,Itaque quo culpa officiis temporibus autem maxime quis.,Quae omnis a provident dolores labore magnam aliquid. Atque repudiandae doloribus accusantium culpa accusamus. Sequi at vitae dolores.,need review,Dolor doloribus repellendus totam illum. Tempora quo sunt enim deleniti quo quibusdam. Officia consequatur iusto ipsum.,2018-08-27 07:46:45,2007-07-25 00:46:48,2024-04-09 04:59:14
956137b0-001a-4973-a45d-67fa70e0c896,rubbish,sampah kering,Ratione molestias dicta neque facilis.,Aut quas cumque dolorum assumenda necessitatibus aperiam. Maxime porro animi voluptate facilis sit voluptatum.,need review,Fugit quaerat earum labore voluptates sint. Consectetur excepturi ratione unde est quis. Quibusdam possimus ducimus sed impedit.,1998-08-13 14:10:15,1986-01-09 13:49:40,2024-04-14 03:22:56
02d5ba4a-8f03-4a39-819b-7d0d0f9219e3,rubbish,"sampah basah, sampah kering",Voluptatem reiciendis quae voluptatibus expedita.,Sint praesentium provident atque. Odio quis possimus fugiat. Repellat nisi dolorum numquam reprehenderit libero. Iusto molestias quos praesentium est autem repudiandae.,approve,"Facilis exercitationem repellendus neque harum sit.
Id perferendis aspernatur quasi earum facere laboriosam. Fugit aut possimus consequuntur. Consequuntur enim veritatis.",2015-04-07 10:51:51,1993-03-10 22:23:29,2024-03-04 02:00:11
305bcbca-da6f-4700-83dd-7392420fcddd,littering,berbahaya,Neque aliquid similique necessitatibus.,"Enim explicabo modi nobis accusantium. Dolore tenetur impedit id fugit.
Modi fugiat accusantium. Dolore corporis veritatis aperiam est dolore. Aperiam tempora odio.",approve,Aliquam molestias quisquam aut recusandae itaque. Ipsum sapiente cumque odio illo libero molestias.,2015-01-25 01:08:57,1992-01-25 15:59:55,2024-02-16 22:21:59
2356b11e-fe80-4ace-88b1-9b2c41f8c79f,rubbish,sampah basah,Rem atque minus perspiciatis ullam.,Voluptatum debitis quam facilis asperiores molestiae facilis reprehenderit. Cupiditate culpa reprehenderit vitae aliquam.,approve,Natus enim quaerat esse velit nostrum. Iste explicabo culpa voluptate odio numquam soluta. Nam officiis officiis ullam.,1996-07-27 21:00:54,2006-09-20 13:56:44,2024-01-28 00:54:57
e6f77531-b98a-40b3-9aeb-899781705f26,littering,berbahaya,Eum asperiores quisquam maiores tempora.,"Praesentium magni ea unde maiores animi. Deserunt facilis nobis quam dolorum. A ea nesciunt temporibus veritatis.
Omnis molestias doloremque voluptates praesentium. Ab repellendus ullam qui.",reject,"Debitis ipsum impedit magnam quasi vitae. Suscipit laboriosam neque consequatur sit.
Maxime non deleniti magnam. Cupiditate minima possimus.",2001-05-28 03:06:32,2019-11-19 04:13:00,2024-04-11 13:24:48
50ba07e9-905a-4c0a-8b6d-77904c5e4c7f,littering,organik,Harum quo quae molestias a.,Veniam illum debitis illum. Reprehenderit reprehenderit eligendi necessitatibus.,approve,"Dignissimos amet illum corporis unde explicabo voluptatum. Commodi consequuntur excepturi eveniet doloribus veniam.
Sapiente ipsa ea beatae amet numquam fugiat rem. Ex deleniti ipsam ipsa.",2002-09-16 04:08:50,2023-11-05 11:24:13,2024-03-28 00:12:21
146b3238-e754-4200-ade0-2538fb2bfc8a,littering,berbahaya,Repellat eius a tempora earum nobis.,"Accusamus consectetur repellat est.
Fugit ut expedita laborum deleniti iusto. Harum tempore ipsum animi.",approve,"Molestiae officiis velit eos magnam est ad. Explicabo reiciendis dicta.
Qui quas eligendi est officia. Culpa vero culpa totam quas architecto consectetur esse.",2012-11-22 10:31:37,2016-03-15 09:55:15,2024-03-23 05:44:21
c763e9cc-5813-4437-a301-827923a86783,littering,berbahaya,Pariatur saepe aperiam porro.,Possimus recusandae iste molestiae consectetur labore dolorem. Molestiae aperiam recusandae temporibus. Illo impedit pariatur. Similique nulla sequi.,reject,"Alias veniam saepe facere totam. Natus aut omnis earum.
Atque expedita ipsum molestiae. Sit facere enim iure odio tempore maxime aut.",1987-08-23 10:42:24,2023-02-03 12:53:12,2024-04-21 00:32:02
03476863-d80c-43ee-9306-d9f5854bb5cf,littering,anorganik,Dolor recusandae itaque blanditiis.,"Illum nihil facilis odit possimus nobis.
Consequuntur incidunt quas earum quibusdam.",reject,Sed aliquam similique voluptatibus iusto. Accusamus repellat quasi quaerat sapiente. Dignissimos atque provident maiores nihil minus.,1973-11-12 17:22:20,1982-05-24 00:50:18,2024-02-22 09:43:04
099f7632-7247-4fcd-bc57-8771a1d135ca,littering,berbahaya,Rerum reprehenderit mollitia eligendi blanditiis reprehenderit nesciunt.,Incidunt ratione ab dicta beatae cumque. Deleniti officiis iusto sunt. Saepe atque consequuntur odit perferendis.,approve,"Quia expedita quidem excepturi sunt sequi fuga optio. Non minima est iste itaque labore. Voluptatum earum numquam a culpa hic.
Consequuntur dolorem adipisci itaque dolore ea.",2003-03-23 03:14:36,1984-12-30 21:29:29,2024-06-02 04:48:10
c4bf9f84-f460-44e9-af1b-b25e121c6972,rubbish,sampah basah,Veritatis alias consectetur occaecati voluptatum.,Ipsum natus animi possimus. Qui a ipsa numquam. Alias accusantium atque repellat pariatur voluptatem id. Nisi voluptatem natus deserunt sed exercitationem.,need review,Recusandae maiores ullam facere. Tempora quas nemo amet aut enim. Ut reiciendis aperiam eos inventore debitis eum.,2024-01-02 07:58:11,2012-04-12 21:05:15,2024-02-26 06:43:36
89ed77c3-83a4-4a23-80a5-1da79a74f5c0,littering,berbahaya,Aut eius officiis quod.,Deleniti atque consectetur ipsum. Dolorem nostrum aperiam hic mollitia sapiente. Pariatur nobis quia assumenda quam.,need review,"Libero totam error a deserunt dicta blanditiis. Nostrum et veritatis iure unde deserunt sunt.
Est a odio debitis ratione qui ad odit. Amet optio atque reiciendis earum distinctio.",1999-03-06 13:59:23,2018-07-21 06:53:37,2024-06-06 08:34:28
53dab308-0ccf-45ac-af7f-0fcf851bab7b,rubbish,sampah basah,Doloremque vitae assumenda delectus rem.,"Aut quo distinctio provident. Quas optio impedit fugit.
Reprehenderit ipsum a accusantium eos ab. Eius commodi minus itaque voluptatibus recusandae repellendus impedit.",need review,Doloribus sapiente iste dolores nam officiis consectetur non. Consequuntur nesciunt id esse repudiandae voluptatem voluptatum non.,2010-02-20 16:49:38,2003-03-01 22:56:49,2024-02-24 22:25:22
ec2da328-8820-4624-a2d9-4a5642464526,littering,berbahaya,Quaerat deserunt ex assumenda quis saepe rem.,"Veritatis corporis illo laudantium assumenda in. Dolorum cupiditate distinctio mollitia placeat.
Laudantium facere vel distinctio.",approve,Tempora optio dolorum perspiciatis sed sint. Neque quae repudiandae iure repellendus. Aut sequi hic.,2005-04-06 09:18:54,1990-11-23 18:52:12,2024-06-10 23:40:21
882ec205-aaf3-4c80-a70f-11bc5d5e37ba,rubbish,sampah basah,Sed dolor facere quod facere laboriosam animi.,"Vero incidunt impedit quibusdam voluptatum fuga.
Ipsam alias doloribus velit. Exercitationem officia nisi quibusdam.",approve,In eligendi facilis corrupti nulla a quos. Dolorum earum ullam labore optio. Quae optio nostrum beatae a error.,1996-12-11 09:22:10,2012-09-25 03:52:48,2024-02-15 04:47:26
162da5c6-7357-4816-837e-e62baed52488,rubbish,sampah basah,Autem explicabo eveniet tempore nemo praesentium perferendis.,"Asperiores commodi debitis nobis. Consequuntur aut nam deserunt libero laudantium esse. Possimus dolore excepturi exercitationem tempora.
A possimus sed.",approve,"A eaque impedit explicabo quidem non odio. Expedita quibusdam architecto harum nisi pariatur.
Iusto quasi cupiditate officiis debitis itaque culpa. Deleniti perspiciatis animi non nesciunt accusamus.",1986-05-25 04:14:20,1974-09-13 02:18:15,2024-05-23 15:05:17
e3b73c4c-09ab-4315-a7f2-8d994d3126fc,littering,anorganik,Nisi tenetur totam eaque.,"Natus commodi esse hic quas debitis quod. Dolores ipsa maiores modi magni.
Incidunt quae quibusdam facilis. Fugiat ipsum totam totam ducimus. Error similique ducimus occaecati nulla officiis.",reject,Sapiente dicta culpa repudiandae. Doloribus illo officia sed aspernatur. Veritatis quam vel corporis veritatis sint.,2020-07-09 20:45:34,1973-02-09 07:22:48,2024-04-30 21:34:29
4f19a04b-125c-4898-9c84-b8367584b6a6,littering,organik,Consequatur quae quisquam quidem facilis incidunt voluptatibus blanditiis.,Provident laudantium minima placeat eligendi aliquam. Quidem eos dolore sequi ut voluptatibus natus. Veniam laborum placeat natus ab perspiciatis iusto.,reject,Nesciunt dolorem a iure accusamus perferendis voluptate. Fugiat facilis eveniet vitae illo deleniti aspernatur. Qui praesentium asperiores distinctio sapiente. Quae provident sunt quaerat.,1984-01-21 22:41:39,2000-07-07 15:14:49,2024-05-24 09:43:31
fa7fb5df-6ff0-4c5c-8cd5-cc73fe1cfce0,rubbish,"sampah basah, sampah kering",Suscipit architecto perspiciatis dolores.,Necessitatibus qui culpa quidem ipsum voluptates. Illo necessitatibus praesentium dolor culpa dolore. Laboriosam esse nulla distinctio magni.,approve,"Nihil commodi quibusdam quod. Quam ipsa provident numquam aliquam.
Doloremque sint vitae voluptate nisi. Ex fugiat similique reiciendis.",1989-02-10 01:05:48,1984-01-05 16:51:33,2024-03-18 21:06:16
76c02f34-4998-40a0-bc35-a4433779216f,littering,organik,Veniam exercitationem praesentium minima modi hic.,"Labore dolores quisquam sunt dolores. Officiis voluptates magnam.
Perferendis aut consequuntur rem. Est accusamus eaque sed fugit.",approve,Error ducimus odit tempore numquam asperiores. Enim quaerat ipsa minus esse veniam. Nulla laudantium sint cupiditate.,1988-02-07 04:19:06,1984-09-18 16:38:42,2024-05-23 12:51:07
5906ee54-8030-4b7e-9cff-f1a4f34b909d,littering,anorganik,Maiores quas quia commodi quibusdam.,Quidem sed accusamus accusamus ad. At voluptate nesciunt minima occaecati vel. Autem provident neque nihil.,reject,Corrupti id maiores corrupti. Nulla quasi molestias necessitatibus doloremque. Impedit architecto libero aliquam ab. Maiores quidem delectus rerum saepe voluptatum ex.,1980-09-01 03:05:18,1981-07-03 19:39:31,2024-04-11 01:47:27
93d5a13d-3480-43c4-a2e0-f8443e16c16c,littering,berbahaya,Suscipit error in minus odio.,Suscipit sint officiis. Explicabo neque eligendi velit quibusdam velit cupiditate. Quis illum nisi quaerat modi tempore laboriosam reiciendis.,need review,"Eaque facere numquam provident provident est placeat. Unde ad rerum et. Aliquid ratione eligendi eligendi.
Corrupti error perferendis natus ab minus. Iste incidunt earum.",1984-05-24 21:38:23,2000-09-16 18:06:09,2024-02-20 07:24:11
ca3e237a-6b90-4351-bddc-bb9e80710a11,littering,organik,Inventore officiis id fugit similique consectetur nesciunt doloribus.,"Totam velit inventore recusandae cupiditate deleniti esse. Dolorum harum iure.
Autem vitae repellendus deserunt quibusdam provident dolorem. Distinctio laudantium ratione fugit repellat.",approve,Ipsa a adipisci corporis. Assumenda itaque sequi alias eaque porro. Quas dolor necessitatibus.,1985-02-24 20:56:45,2012-12-15 00:03:49,2024-05-29 07:45:19
fcb40567-e30c-478f-928d-c0be8fae329d,littering,organik,Cupiditate blanditiis nihil officia nemo.,"Neque natus adipisci eos quo cum velit. Explicabo assumenda quam omnis laboriosam mollitia.
Temporibus itaque aperiam hic tempora.",need review,"Hic dignissimos odit sint. Veniam eum doloribus possimus assumenda cum.
Commodi amet error expedita. Delectus exercitationem laborum eaque. Tempore quae officia neque amet voluptas. Magnam iure odio.",2015-08-15 22:20:50,1991-01-10 03:56:57,2024-01-14 01:31:16
68452307-4549-4d71-97c1-751da1469cae,rubbish,"sampah basah, sampah kering",Amet amet odio veritatis molestiae expedita veritatis.,"Beatae eligendi laudantium suscipit reprehenderit optio. Est placeat officiis vel.
Iste perferendis quo repudiandae.",reject,"Nemo aperiam unde tempore.
Magnam nesciunt odio explicabo sed veritatis occaecati. Modi adipisci dolores quasi recusandae eum.
Ad ad animi quasi. Labore vitae dolor cum quo veniam.",2014-10-04 04:06:03,1999-11-24 03:08:39,2024-04-13 02:36:28
cd63d6dc-87dd-4164-b597-87527bf4e30e,littering,anorganik,Dicta deserunt maiores nulla harum voluptates recusandae voluptate.,Sed voluptatem quaerat reiciendis molestiae laboriosam. Corporis doloribus libero nulla reprehenderit doloribus. Eum impedit voluptate magnam fugiat distinctio quis. Odio a inventore amet.,approve,"Nam nesciunt eligendi ab ab dolore. Beatae quam iure amet placeat.
Quaerat alias porro facere. Quo asperiores a doloremque molestias voluptas fuga.",1985-10-22 13:13:56,2018-12-22 16:29:35,2024-01-23 01:58:26
8b1dcd89-369b-4a7d-8d8c-7387f0417b3d,rubbish,sampah basah,Ratione esse suscipit voluptate deserunt.,Laboriosam recusandae occaecati quisquam impedit voluptates fugit. Architecto adipisci quas. Enim temporibus ab natus consequatur.,approve,Assumenda inventore placeat at quod. Exercitationem excepturi earum dolor fugiat ad corporis repellendus. Molestias possimus neque minus beatae earum corporis.,1971-01-27 13:18:51,2003-02-16 02:02:54,2024-03-08 07:57:48
7d94900b-c8e7-41ed-8c03-2ce2d49b2604,rubbish,"sampah basah, sampah kering",Autem inventore tempora.,"Nulla corrupti repellat accusantium. Delectus beatae dolorum voluptas voluptates.
Magni laboriosam debitis soluta mollitia voluptas incidunt. Amet facere temporibus provident a aut vel.",need review,"Id sequi sequi harum natus tenetur dolorem itaque. Quo nesciunt repellat laboriosam reprehenderit.
Alias illum ratione veniam. Iure sed odio quibusdam praesentium.",1978-07-19 20:28:50,2016-09-01 05:36:28,2024-06-04 13:58:36
b905f686-0662-4ab1-a390-448bdfd918cb,littering,anorganik,Non perferendis quas accusantium architecto dicta.,"Necessitatibus laborum hic. Animi corporis adipisci.
Voluptatibus perferendis deleniti doloremque incidunt nobis esse sed.
Numquam aperiam saepe fugiat. Consequuntur reiciendis quaerat qui.",reject,Inventore itaque expedita consequuntur voluptatem officia nemo. Possimus laborum nisi eligendi dignissimos. Qui consectetur ipsam autem labore beatae.,1993-12-12 14:39:49,2003-06-14 02:11:10,2024-04-30 23:56:39
437317ac-4dc4-46e7-87da-0fea9972c09e,rubbish,"sampah basah, sampah kering",Consequatur neque fuga debitis explicabo cum architecto.,Corporis ad vitae aspernatur temporibus. Aliquam corporis adipisci voluptatibus officia eveniet quia. Excepturi tempora praesentium quo molestias blanditiis aliquid.,need review,Culpa autem eligendi corporis expedita. Molestiae nam officia dicta. Dignissimos placeat tempore adipisci sapiente beatae dignissimos. Omnis ex facere.,1972-03-18 04:33:05,2020-09-10 01:12:23,2024-03-11 08:27:33
357a14b2-ed84-4069-9837-08a4199c7cfe,littering,anorganik,Quas ratione inventore.,"Esse nisi consequuntur qui.
Ipsa illum reprehenderit debitis veritatis maxime. Ipsam qui reprehenderit exercitationem cupiditate voluptatem unde.",reject,Veniam officiis consectetur in voluptate quaerat dolore fuga. Veritatis perspiciatis assumenda ullam nulla vitae. A voluptate ullam asperiores.,2011-04-09 20:40:02,1985-10-04 10:01:49,2024-02-15 07:31:04
655447f4-d3b8-4f80-b9b0-67c3b1974674,littering,organik,Laborum tempore fuga esse possimus commodi.,"Aliquid odio odio ipsa esse. Doloremque tempora cum aliquam cupiditate cum.
Accusamus cumque molestiae similique ipsum dolores. Ab recusandae praesentium ipsum. Ad molestiae reprehenderit.",need review,"Sint nulla dolorem nostrum qui nostrum labore. Nam minima autem. Minus quae modi.
Quaerat similique reiciendis commodi. Dicta et enim quod assumenda odio quae.",2005-06-07 14:54:45,1989-07-13 19:53:18,2024-01-30 11:25:31
