id,report_type,waste_type,title,description,status,created_at,updated_at,deleted_at
8b49298e-6514-4334-b395-bb288232aff6,rubbish,sampah kering,Ratione vel dolore consectetur.,Esse ea quam porro eligendi. Reprehenderit ratione et eius numquam possimus eius. Id nam suscipit ducimus soluta.,approve,1990-02-14 23:31:47,1979-09-25 23:41:08,2024-04-19 16:44:01
f17f41ac-2716-429a-b2b1-5ce086f82e10,littering,"sampah basah,sampah kering",Sunt cum dolore maiores error nobis.,Voluptatibus nam enim quo laudantium mollitia. Doloribus tenetur cupiditate.,reject,1979-06-29 14:33:13,1997-05-18 01:56:52,2024-03-25 10:06:56
160a865b-a709-4700-a8a5-a29eef3c97b4,littering,anorganik,Ipsum facere aliquam incidunt ipsa.,"Exercitationem error officia reiciendis. Dolore corrupti repellendus dolorum ipsam eum.
Quia blanditiis cupiditate nisi qui incidunt vel. Voluptatem voluptas pariatur. Quae ipsam delectus.",approve,1997-03-15 08:39:45,1976-09-11 04:48:33,2024-02-19 02:09:44
3787b84e-eef1-4a80-acb4-efe012b230b9,rubbish,berbahaya,Ipsa labore aut harum cumque quia.,Harum perspiciatis nam totam eligendi. Suscipit impedit ea nobis. Nihil nobis velit quae. Animi provident ullam.,approve,1984-01-04 06:49:36,2018-09-10 08:42:00,2024-04-15 04:34:55
c02701ea-634a-43f1-adc5-47144cc7cf71,littering,anorganik,Amet totam quas amet illo.,"Velit officiis officiis quae occaecati quae. Cumque voluptates sunt aspernatur deleniti quo.
Officia soluta quibusdam tempore nemo dicta. Rem facere aut sit est. Voluptatem quos sunt harum ipsum.",approve,2020-02-16 17:19:36,2007-10-28 18:56:22,2024-05-30 00:32:09
6ff4c575-0ea3-4986-af71-bd8c7c23439a,littering,organik,Eius sapiente necessitatibus.,Provident blanditiis repellat fuga dolorem. Sunt unde rem nesciunt itaque. Voluptatum reiciendis dolore perspiciatis harum vero nobis.,reject,1995-11-10 16:19:00,1982-08-11 09:19:12,2024-02-10 06:10:23
82a44685-021d-4b75-b7aa-817cab01f75d,littering,sampah kering,Autem aliquid natus praesentium libero.,"Excepturi quo minima. Alias aliquid laborum architecto reprehenderit harum.
Recusandae qui molestiae laboriosam impedit dolorum.",need review,2006-06-17 19:05:31,1972-11-10 08:51:18,2024-01-31 00:41:33
63cf69aa-43fd-46b4-8bb5-6519dc236368,rubbish,sampah kering,Nisi accusamus explicabo veritatis ducimus.,Quae necessitatibus quibusdam voluptatum. Ut iusto ipsa incidunt consectetur ipsam pariatur. Aperiam fuga omnis ex tempore quo dignissimos.,reject,1999-07-03 05:30:12,1995-04-03 05:58:09,2024-05-23 21:31:15
d2c9cc47-9768-489f-9212-e4ca47320c01,rubbish,sampah basah,Veniam beatae iusto hic.,"Facere temporibus illum provident officiis veniam dolores. Eveniet temporibus enim natus nostrum ea animi. Minima dolorum cum.
Magni amet et maiores nam ipsa.",need review,1987-02-15 10:21:20,2023-10-23 21:37:45,2024-01-23 09:53:15
1f733cf5-187f-4a60-9eb7-d9a10efe024c,rubbish,sampah kering,Esse dicta veniam deleniti molestias neque ipsam molestiae.,"Ad laudantium quasi dignissimos earum sequi. Voluptatum doloremque impedit ex asperiores.
Esse impedit totam ut temporibus. Reiciendis numquam fugiat quo. Minus earum nisi voluptatibus doloribus.",reject,2015-04-21 12:40:51,2019-10-29 15:23:53,2024-04-05 17:33:00
284ae7d0-c3f2-46e4-a3c7-65304c23fe1e,rubbish,berbahaya,Impedit temporibus voluptatem dolorem molestiae.,Molestias quas nulla minima minima recusandae doloremque. Culpa atque ut. Sit reiciendis ipsa odio.,reject,1993-09-29 11:45:53,1982-07-14 14:07:35,2024-03-02 21:28:05
e93aa29a-61e2-4b9d-acfe-4b2d8da05d96,littering,organik,Ducimus eos perferendis cum.,"Odio at tempora asperiores.
Doloremque ullam tenetur totam nisi velit eos.
Minima voluptates nemo saepe illo. Iure tempore a adipisci debitis.",approve,2010-10-11 19:44:41,2022-02-28 02:22:07,2024-05-05 15:32:42
a4dfacb3-b309-4570-8ac8-2eae81235d16,rubbish,sampah basah,Odit consectetur non.,Nemo hic porro earum excepturi optio. Ex adipisci necessitatibus eum. Nobis neque nisi rem eveniet illum.,reject,1996-05-18 20:00:04,2011-11-13 15:53:37,2024-01-25 13:55:40
c6175809-674f-4a96-a05c-682856f1ad6d,rubbish,sampah kering,Nulla adipisci fugiat perferendis quisquam.,Rerum iste debitis soluta. Id optio expedita incidunt cupiditate quisquam ipsa. Quisquam commodi mollitia corrupti autem. Natus doloribus inventore provident dolor qui.,approve,2017-11-10 07:28:41,1993-08-26 01:44:40,2024-04-16 14:35:02
5af3f579-a2f1-45cb-91ae-684e06b327a4,rubbish,sampah kering,Commodi voluptatibus quod.,"Similique et vero tempora dignissimos. Magni provident repellat nihil. Officia enim molestiae non aperiam maiores.
Non impedit illum ipsa deserunt voluptates. Dolore est rerum natus.",reject,2017-08-08 12:28:27,1995-01-26 13:05:37,2024-03-05 20:49:34
b9efe597-3bbf-4164-9b8c-accb76f58f7b,littering,organik,Ducimus odio ullam eos alias.,Quos id repellendus modi. Ex corrupti doloremque suscipit quam quidem.,approve,2007-01-10 18:37:10,1988-03-27 22:12:38,2024-05-30 03:50:47
06b0190d-6c0d-4b67-876a-73d7ba6bd50b,rubbish,anorganik,Culpa sed quam laboriosam dolorem commodi.,Ut asperiores nulla. Quo nihil culpa. Blanditiis voluptatibus odio voluptates iusto saepe laboriosam.,reject,1974-04-22 09:34:58,1972-06-18 23:58:57,2024-04-21 08:13:01
df14dc4c-dcc6-4941-864b-21bcdebf6e02,littering,"sampah basah,sampah kering",Laborum nobis odio facere maiores odit deleniti veniam.,Doloribus velit error vitae veniam architecto nobis. Quisquam quibusdam at aut dolore.,approve,2000-04-20 06:13:20,2009-07-11 18:01:43,2024-04-17 16:59:03
83962088-330b-49f7-8197-b6df120141fa,littering,"sampah basah,sampah kering",Ut odit labore ipsum quia ab inventore.,Ducimus unde vel saepe aspernatur distinctio. At laudantium ipsum ut exercitationem.,need review,1972-12-14 19:54:30,1996-08-04 07:36:00,2024-02-11 06:09:12
7ba525a2-7516-4c94-9c36-a0586d653180,rubbish,anorganik,Ab ad velit tempore adipisci.,"Praesentium quas mollitia vero accusantium. Debitis maxime veritatis modi culpa.
Ut facilis alias voluptate. Odio praesentium quis. Magni accusantium nemo sint.",reject,1984-02-22 12:14:29,1990-07-17 01:23:46,2024-02-10 23:15:56
95dcff92-61f5-418c-8fbd-fb318fd890fe,littering,organik,Quo iusto occaecati praesentium.,Eveniet consectetur velit ea unde dolor. Ipsam possimus dolorum laudantium nulla enim non. Atque ipsam perferendis explicabo ipsum omnis incidunt.,approve,2021-09-08 03:45:04,1986-03-12 01:32:16,2024-04-28 05:40:16
651aa087-f867-4f38-837c-7d87db6f4d91,rubbish,organik,Velit dignissimos adipisci facere expedita dolorum.,"Asperiores modi veritatis illo. Aspernatur dolores numquam neque.
Aliquam tenetur quod occaecati enim. Dolorem aliquam ipsum dolores aut esse.",need review,1981-06-26 15:52:55,1999-04-23 01:10:44,2024-01-23 15:13:16
af46062f-d0f6-459e-a98b-64579eccf2c4,littering,sampah kering,Facere provident ratione nostrum nostrum eligendi.,Quas voluptas veritatis voluptas quibusdam. Nam iste voluptas odit. Quaerat corporis nam occaecati deserunt ex doloribus.,need review,2016-10-02 21:26:06,1990-05-16 16:58:03,2024-01-05 20:41:00
d8c7b977-6939-4148-8e97-66002f4d9cee,littering,anorganik,At maxime placeat pariatur deserunt aliquid.,Esse delectus doloribus autem vitae incidunt nesciunt. Nam commodi similique temporibus cupiditate maiores animi.,need review,1970-02-08 20:15:44,2006-03-20 22:17:01,2024-03-06 20:40:16
ec293d77-1e66-422e-8f57-239f17c824b6,rubbish,sampah basah,Pariatur incidunt est eligendi rem.,Officia ullam soluta corporis unde ut vel. Unde dolorum accusantium corrupti.,approve,2014-10-01 05:34:55,1997-10-05 22:39:30,2024-05-08 18:02:24
9767124d-e40f-4472-9ed9-3700cc2df1b2,littering,sampah kering,Vel ducimus assumenda libero sequi nisi.,Exercitationem animi recusandae aliquid minus iusto. Quam impedit soluta ducimus illo omnis. Aut alias tempore officiis illum vitae quo.,need review,2018-12-12 20:39:21,1979-11-29 10:21:35,2024-01-13 03:16:12
020e78cd-6bf4-4452-bf0a-7ad5734e9782,rubbish,sampah kering,Ad soluta voluptate nesciunt pariatur velit.,"Repudiandae sit ad optio ratione. Nihil asperiores harum.
Repudiandae soluta culpa velit adipisci excepturi aperiam. Accusamus animi doloribus aspernatur. Dolorum totam consectetur quod officiis.",reject,1991-05-02 10:40:25,1971-03-21 00:54:02,2024-03-05 20:19:33
b2976570-9c65-4587-ad38-f2d4ad110fae,littering,berbahaya,Voluptatibus nihil officiis.,"Magni itaque similique nisi illum autem debitis.
Nemo aperiam odio perspiciatis praesentium. Incidunt possimus mollitia impedit alias modi laudantium. Facere nihil vitae quo occaecati.",reject,1975-06-18 13:39:35,1991-02-02 14:40:33,2024-02-08 10:57:50
56d28922-0ebb-4974-8b42-28de3852a4a7,littering,organik,Expedita tempore aperiam.,Quisquam aliquid facilis eius. Fugit facilis veniam expedita voluptates.,reject,1989-11-25 23:40:47,1984-03-16 20:39:10,2024-05-05 14:36:21
80c77e97-62f7-4d89-b2ab-c38d16250611,rubbish,berbahaya,Dolorum cupiditate laboriosam facilis ut vero accusamus.,Delectus modi perspiciatis quia autem. Itaque veritatis ex beatae. Placeat perferendis fuga cumque perspiciatis tempore. Commodi quidem hic non nam eius ex.,reject,1970-01-21 06:30:26,2003-04-28 23:44:20,2024-02-26 14:34:52
51fe4e75-35b8-41af-95f5-4a79c10b8a39,littering,sampah kering,Iure nobis suscipit praesentium.,"Sint dolores voluptatem. Aut harum quam molestias.
Dolorum quisquam ducimus facilis quasi cupiditate. Ex officia unde praesentium. Esse perspiciatis impedit aliquam sequi quo debitis modi.",reject,1986-07-21 06:15:31,1998-01-27 17:26:51,2024-05-09 15:56:56
a7477664-920d-4393-b84a-8f8303fe604c,littering,berbahaya,Ad nisi esse ad sed beatae totam.,Veritatis sit deleniti corporis earum voluptate. Ipsum corrupti impedit quod officia id. Aliquam culpa placeat aspernatur dolor eius numquam.,approve,2000-10-02 04:50:07,2010-03-02 01:12:46,2024-03-29 15:26:48
6bc7f498-19b2-4a25-b7c2-ea6509ce0066,rubbish,anorganik,Eius nobis autem voluptatem accusamus dolorem ab.,"Velit officiis blanditiis veniam perferendis impedit. Mollitia illo omnis. Incidunt molestias nemo molestiae eveniet quidem voluptatum.
Inventore eius quis aliquid. Facilis corrupti omnis velit.",approve,1976-12-05 21:05:55,2011-12-04 11:28:04,2024-04-07 07:02:14
af311831-5270-4579-898e-c1ee3e793f6b,littering,berbahaya,Eveniet est aut consectetur id.,Corrupti alias dolore.,reject,2012-05-11 02:56:25,2006-05-28 07:11:32,2024-02-05 18:11:37
2c0601cd-8bfd-4e05-a7ed-e61d7aff0a4f,littering,"sampah basah,sampah kering",Reprehenderit omnis saepe facilis.,Assumenda libero inventore veniam nesciunt eius enim. Dolore libero quas eum rem doloribus blanditiis.,reject,2008-08-08 06:02:43,2000-03-23 08:44:56,2024-05-21 02:21:44
221664a7-218a-4753-a321-611d90f6cd36,rubbish,sampah basah,Dolorum laboriosam corrupti.,Delectus fugit modi illum fugit blanditiis alias eligendi. Ducimus provident doloremque sunt fugit quisquam. Nostrum sequi itaque itaque laudantium adipisci et.,approve,2001-03-04 03:51:41,2010-12-28 04:39:27,2024-01-22 09:39:40
9fbde766-0cec-4ef2-bc62-a861f001c858,littering,sampah kering,Asperiores magnam quos repudiandae voluptates.,"Quod tempora nihil nihil dolorem. Earum ipsum quia iste modi.
Qui iste recusandae expedita. Temporibus fugit pariatur dolorum vel quis.",need review,2002-08-02 09:19:56,1977-02-19 20:24:47,2024-05-19 17:23:13
035128a6-dadc-46b3-9eb7-4c0d44fd4e71,littering,organik,Assumenda quos deserunt tempora expedita commodi.,Est cum ea totam. Rem molestias blanditiis culpa. Inventore omnis ducimus.,need review,2000-01-29 21:56:24,2012-07-10 17:23:09,2024-01-02 07:19:03
e2205017-1da6-4e65-b0ae-c1a450e7c48c,rubbish,organik,Ut repellat enim labore voluptates enim dicta.,"Fugit vitae corrupti eligendi saepe id ratione. Id necessitatibus hic ut.
Nemo possimus necessitatibus facere. Placeat accusamus repellendus quo corrupti atque. Dolores illum magnam similique.",need review,2022-11-20 19:16:12,2013-07-22 07:04:48,2024-03-13 21:13:16
d203c01c-cab7-4d48-a77e-fed72c465096,littering,organik,Consectetur eum vitae quibusdam et nihil recusandae.,Perspiciatis quas doloribus dolorem officiis eveniet. Autem esse id voluptatum. Atque nobis harum vitae alias.,reject,1987-11-03 05:26:19,2002-10-03 16:13:08,2024-05-05 05:08:42
e07ff269-244d-4a79-af4f-ea00eb0b0404,littering,organik,Sed eum sed veniam vitae.,"Magnam aliquid deleniti laboriosam modi molestias recusandae aperiam. Quisquam accusantium aspernatur consectetur perspiciatis soluta.
Exercitationem corrupti molestias. Expedita aliquam esse ipsa.",need review,2001-12-26 23:47:48,2018-01-15 04:53:05,2024-05-11 00:56:37
734518ba-8aa0-4aec-884e-2fd2fb14f02f,littering,sampah kering,Blanditiis tempora commodi officiis rerum.,"Quam maiores aliquam veniam facere. Amet corporis dolor eaque deserunt explicabo.
Illum nisi soluta delectus tempora quae. Voluptate voluptatibus aliquid debitis inventore.",reject,1979-07-11 16:48:58,1978-07-14 11:20:08,2024-04-12 11:14:51
4e9aace4-8c74-4c88-9ad0-f6f24620eb9e,littering,berbahaya,Enim doloremque quos cum temporibus ipsa expedita.,"Cum nobis voluptatum quod. Fugit culpa ea ipsa eligendi reiciendis id. Delectus voluptas sit id.
Amet officiis deserunt laborum earum natus provident ex. Similique error vel adipisci.",need review,2021-07-23 09:06:58,2003-02-28 12:30:33,2024-04-24 12:54:38
27ad89c8-fc6a-4a4c-9f2f-b9748bd3b60f,rubbish,anorganik,Pariatur quibusdam quod ex tempora necessitatibus quae.,"Molestiae quod qui illo. Quis recusandae exercitationem nostrum.
Illo eum laboriosam. Numquam doloremque numquam fuga enim nihil. Quo reiciendis dolor magni corporis.",approve,2009-02-13 05:37:05,1983-06-04 02:34:18,2024-05-14 16:53:17
c69bc008-74ff-4825-b50c-841f57fdfbbd,rubbish,organik,Inventore blanditiis voluptate corrupti fugiat.,Nulla voluptas fuga provident aliquid eum. Praesentium commodi eligendi ex autem consequuntur occaecati ab.,reject,2020-02-10 17:39:18,1990-10-07 12:19:44,2024-05-17 19:44:22
5b289437-02e1-41bb-b38f-69b5b1717ab7,littering,berbahaya,Voluptate nemo ducimus minima esse voluptatum.,Nulla cum suscipit praesentium eius id. Excepturi pariatur in eveniet.,need review,1984-03-14 15:36:45,1995-07-03 07:28:51,2024-01-18 14:37:57
4e305c81-07d0-4704-a533-2b8177fce0aa,littering,"sampah basah,sampah kering",Numquam quia blanditiis accusamus aspernatur enim repellat ipsa.,Accusantium nihil aperiam consectetur nostrum placeat totam. Beatae culpa exercitationem dolorum hic.,reject,2023-07-29 22:25:06,2017-08-22 04:13:31,2024-01-28 05:01:50
c2984df8-6539-40ff-9d1e-6338b1ffa197,rubbish,anorganik,Maiores vero ducimus rerum nisi ad eveniet.,Excepturi sed cumque officia corrupti quos officia. Ad tempora possimus voluptas. Odit at nam quae iure aut enim.,approve,2007-08-06 03:50:45,2022-01-14 11:00:16,2024-01-01 09:05:00
3eb121ed-55e8-4b37-907c-a0fbd051c35f,littering,anorganik,Sequi soluta nemo provident ipsam.,"Hic voluptate libero illo rem nihil adipisci.
Deleniti facere corporis id provident est mollitia praesentium.
Consequuntur laudantium sapiente magnam.",reject,2008-04-12 17:06:40,1973-08-16 17:27:51,2024-04-04 04:57:41
817a4047-fbd6-46cc-950f-8c80a7c67426,rubbish,organik,Molestiae quos praesentium incidunt.,Delectus deserunt nostrum quos labore consequatur veritatis. Corporis sunt recusandae odio hic.,approve,2003-10-31 00:09:18,1976-07-12 14:13:28,2024-04-16 11:02:53
bacbf0f0-9b6b-4e8a-9e98-32fbdb5d83eb,rubbish,"sampah basah,sampah kering",Minima a eaque at totam tempora.,"Nihil eos laborum. Quaerat facilis animi a iste ratione ducimus reiciendis. Doloribus corrupti numquam.
Cum dignissimos earum sunt eveniet molestias nihil.",approve,2004-03-31 13:58:32,1979-01-26 13:50:21,2024-03-03 08:56:29
27e981ab-907f-40df-afb1-68ff6367017f,rubbish,anorganik,Porro dolores non placeat corrupti tenetur.,Facilis a veritatis dignissimos. Quibusdam odit sequi. Veniam repellat repellendus voluptatum.,reject,2015-04-15 22:48:33,1993-12-10 18:46:11,2024-02-02 07:41:06
f6316766-dcee-47b1-b9c4-4e6a8dcdb8b5,rubbish,sampah basah,Modi delectus aliquam esse.,"Nostrum suscipit error nihil labore. Quibusdam ab assumenda maiores suscipit.
Vero amet veniam tenetur enim sapiente ratione eaque. Eos veritatis est illum aperiam ullam rerum.",reject,2006-04-02 10:04:08,1999-06-26 07:06:31,2024-01-01 21:56:14
fa6f257a-b074-4b20-abff-295951109a42,littering,berbahaya,Quidem quos quod.,Non amet delectus. Rerum earum officia repudiandae exercitationem consequuntur magni. Officiis explicabo minus vero placeat omnis.,reject,1990-04-28 23:49:24,1970-06-23 02:56:15,2024-01-07 06:57:17
1bd8c678-b0c2-4651-a5c2-55861f44e4d4,littering,"sampah basah,sampah kering",Inventore molestias libero soluta repellendus libero molestiae inventore.,"Eos beatae dolore blanditiis. In a tempora in necessitatibus eum iste.
Tempore officiis iste totam quasi praesentium.",approve,1983-02-03 04:28:31,2013-09-12 04:51:51,2024-05-06 20:50:36
5f146979-5d78-42d2-bb2b-cc9387b47e99,littering,organik,Consequuntur voluptate animi provident tenetur libero.,"Incidunt odio aspernatur sit ea quas omnis doloremque. Omnis ducimus repudiandae commodi laboriosam. Adipisci tempora quod laborum.
Explicabo sapiente rem ab.",need review,2006-03-17 12:37:13,1984-04-16 01:48:11,2024-06-02 16:07:12
16c3ca9b-a042-4779-9912-e17ef0b53a4a,rubbish,anorganik,Dicta sapiente vitae harum ducimus corrupti.,Aliquam eaque consequatur. Amet blanditiis sequi in autem laudantium.,need review,2017-12-02 16:10:17,2013-08-16 07:08:57,2024-03-04 16:22:05
beefc4f0-8633-450b-8986-3e65c1055054,littering,"sampah basah,sampah kering",Placeat quos nesciunt.,"Fugit numquam expedita quis alias autem.
Illum recusandae aut distinctio sint corporis ut. Qui non harum voluptatem esse.",approve,1981-07-28 08:14:41,1994-06-13 18:27:26,2024-04-01 10:55:54
1d233fc1-453a-4332-93cb-300f5a937b8c,littering,anorganik,Eos sit blanditiis dolorum.,Iure dolores quasi quibusdam. Exercitationem nulla qui voluptatem itaque facilis ex quasi. Perspiciatis similique vitae at ducimus eligendi suscipit.,need review,1972-05-07 04:59:50,2014-06-03 11:33:54,2024-02-19 04:06:15
5a760c90-b7c6-403e-b6ae-5c8cbd84f9dd,littering,sampah kering,Aliquid consectetur odit quia libero ipsum a unde.,Animi eveniet sint ut nemo. Nobis praesentium quod suscipit eveniet repellendus doloribus neque. Expedita suscipit doloribus omnis eius.,need review,2011-09-05 22:32:39,2006-07-23 17:35:52,2024-04-30 22:41:44
e87d1978-fb1a-4291-9cd2-28e88aca21aa,littering,sampah kering,Eum quia natus repudiandae voluptatem non alias culpa.,Consectetur id neque unde delectus voluptatem eaque. Labore esse corporis expedita. Veritatis qui delectus earum atque voluptatem.,approve,1982-12-15 16:53:30,2002-08-23 00:52:38,2024-02-21 20:52:54
35cf49a4-0107-4619-ad52-80ca9e26ef8a,rubbish,berbahaya,Ex sunt nemo veritatis sequi.,Laboriosam fuga quidem ex aliquid. Unde architecto impedit beatae totam eligendi cupiditate saepe. Ex provident aliquid maiores consectetur cupiditate.,need review,1981-08-19 18:14:02,1994-07-11 15:01:09,2024-01-08 08:05:10
7305360e-5395-45f7-91c4-02f4fc8521e9,littering,berbahaya,Vero ratione sint.,"Sapiente itaque ipsa inventore deleniti. Provident consequatur corporis consectetur voluptates sint.
Distinctio corporis sint. Iure cupiditate eaque ut exercitationem facere et odit.",need review,2020-02-21 17:48:28,1971-03-29 12:03:18,2024-05-03 13:06:58
73e601d7-100d-4267-b3d4-e943ec36247e,littering,organik,Suscipit dolor sunt ab autem.,Necessitatibus sunt esse aperiam nisi debitis. Alias architecto sunt ipsum. Repellendus quis adipisci dicta quia expedita. Sunt quasi necessitatibus sint atque repudiandae eius.,reject,1988-10-04 06:05:59,2001-03-23 22:18:20,2024-04-09 23:43:40
419e8326-9638-48d4-a39a-9d45e12371b2,littering,berbahaya,Inventore similique aspernatur debitis ullam veniam dolorum rerum.,"Ipsum neque ullam tempora aliquid perferendis. A maiores quo consectetur vero aliquid architecto. Libero nihil possimus.
Mollitia quod doloremque. Accusantium ducimus debitis possimus.",need review,1978-07-04 15:36:50,2002-11-11 19:59:26,2024-01-08 01:57:16
dab13147-38a3-4f3d-88b1-b2fb2f97fbbd,rubbish,sampah kering,Doloribus nemo laboriosam non minus quaerat eaque.,Expedita nemo assumenda aspernatur atque non. Ex nemo animi mollitia ducimus aliquid. Reprehenderit odio unde similique iusto ducimus.,reject,2021-03-05 05:38:34,2007-06-07 11:25:36,2024-03-14 20:40:07
